city_town,election_date,office,candidate,precinct,votes,max_votes,total_ballots,write_ins,blank_votes,total_votes
Watertown,2019-11-05,COUNCILOR-AT-LARGE,John G. Gannon,9,112,4,238,2,218,950
Watertown,2019-11-05,COUNCILOR-AT-LARGE,James L. Mello,9,64,4,238,2,218,950
Watertown,2019-11-05,COUNCILOR-AT-LARGE,Michelle Joyce Cokonougher,9,60,4,238,2,218,950
Watertown,2019-11-05,COUNCILOR-AT-LARGE,Caroline J. Bays,9,132,4,238,2,218,950
Watertown,2019-11-05,DISTRICT A COUNCILOR,Angeline B. Kounelis,1,160,1,211,0,51,211
Watertown,2019-11-05,DISTRICT A COUNCILOR,Angeline B. Kounelis,2,220,1,283,2,61,281
Watertown,2019-11-05,DISTRICT A COUNCILOR,Angeline B. Kounelis,3,259,1,328,5,64,323
Watertown,2019-11-05,DISTRICT B COUNCILOR,Lisa J. Feltner,4,363,1,476,2,111,474
Watertown,2019-11-05,DISTRICT B COUNCILOR,Lisa J. Feltner,5,320,1,393,7,66,386
Watertown,2019-11-05,DISTRICT B COUNCILOR,Lisa J. Feltner,6,188,1,252,3,61,249
Watertown,2019-11-05,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,7,366,1,461,4,91,457
Watertown,2019-11-05,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,8,391,1,480,5,84,475
Watertown,2019-11-05,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,9,187,1,238,5,46,233
Watertown,2019-11-05,DISTRICT D COUNCILOR,Kenneth Michael Woodland,10,335,1,447,5,107,442
Watertown,2019-11-05,DISTRICT D COUNCILOR,Kenneth Michael Woodland,11,187,1,266,7,72,259
Watertown,2019-11-05,DISTRICT D COUNCILOR,Kenneth Michael Woodland,12,204,1,277,1,72,276
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,1,134,3,211,1,244,632
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,1,140,3,211,1,244,632
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,1,114,3,211,1,244,632
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,10,252,3,447,3,584,1338
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,10,264,3,447,3,584,1338
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,10,238,3,447,3,584,1338
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,11,175,3,266,2,322,796
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,11,150,3,266,2,322,796
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,11,149,3,266,2,322,796
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,12,155,3,277,3,370,828
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,12,149,3,277,3,370,828
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,12,154,3,277,3,370,828
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,2,173,3,283,5,332,844
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,2,175,3,283,5,332,844
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,2,164,3,283,5,332,844
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,3,213,3,328,1,321,983
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,3,242,3,328,1,321,983
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,3,207,3,328,1,321,983
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,4,304,3,476,2,542,1426
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,4,307,3,476,2,542,1426
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,4,273,3,476,2,542,1426
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,5,241,3,393,0,458,1179
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,5,251,3,393,0,458,1179
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,5,229,3,393,0,458,1179
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,6,159,3,252,2,300,754
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,6,155,3,252,2,300,754
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,6,140,3,252,2,300,754
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,7,276,3,461,11,584,1372
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,7,270,3,461,11,584,1372
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,7,242,3,461,11,584,1372
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,8,311,3,480,5,519,1435
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,8,302,3,480,5,519,1435
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,8,303,3,480,5,519,1435
Watertown,2019-11-05,LIBRARY TRUSTEES,Mara Dolan,9,154,3,238,1,267,713
Watertown,2019-11-05,LIBRARY TRUSTEES,Sheppard Ferguson,9,155,3,238,1,267,713
Watertown,2019-11-05,LIBRARY TRUSTEES,Theodore C. Kokoros,9,137,3,238,1,267,713
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,1,137,3,211,0,241,633
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,1,133,3,211,0,241,633
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,1,122,3,211,0,241,633
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,10,275,3,447,1,548,1340
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,10,279,3,447,1,548,1340
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,10,238,3,447,1,548,1340
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,11,171,3,266,5,320,793
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,11,157,3,266,5,320,793
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,11,145,3,266,5,320,793
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,12,172,3,277,2,340,829
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,12,162,3,277,2,340,829
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,12,155,3,277,2,340,829
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,2,182,3,283,4,316,845
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,2,189,3,283,4,316,845
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,2,158,3,283,4,316,845
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,3,219,3,328,1,321,983
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,3,231,3,328,1,321,983
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,3,212,3,328,1,321,983
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,4,285,3,476,2,532,1426
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,4,344,3,476,2,532,1426
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,4,265,3,476,2,532,1426
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,5,229,3,393,3,459,1176
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,5,265,3,393,3,459,1176
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,5,223,3,393,3,459,1176
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,6,157,3,252,2,291,754
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,6,166,3,252,2,291,754
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,6,140,3,252,2,291,754
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,7,289,3,461,13,538,1370
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,7,288,3,461,13,538,1370
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,7,255,3,461,13,538,1370
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,8,326,3,480,4,480,1436
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,8,326,3,480,4,480,1436
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,8,304,3,480,4,480,1436
Watertown,2019-11-05,SCHOOL COMMITTEE,Lindsay J. Mosca,9,161,3,238,4,258,710
Watertown,2019-11-05,SCHOOL COMMITTEE,Kendra M. Foley,9,153,3,238,4,258,710
Watertown,2019-11-05,SCHOOL COMMITTEE,David M. Stokes,9,138,3,238,4,258,710
